what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1362366559870
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1362366559870
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1362366559870
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1362366559870
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1362366559870
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1362366559870
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1362366559870
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1362366559870
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1362366559870
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1362366559870
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1362366559870
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1362366559870
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1362366559870
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1362366559870
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1362366559870
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362366559870
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1362366559870
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1362366559870
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1362366559870
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1362366559870
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1362366559870
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1362366559870
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1362366559870
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1362366559870
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1362366559870
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1362366559870
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1362366559870
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1362366559870
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1362366559870
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1362366559870
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1362366559870
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1362366559870
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1362366559870
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1362366559870
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1362366559870
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1362366559870
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1362366559870
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1362366559870
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1362366559870
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1362366559870
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1362366559870
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1362366559870
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1362366559870
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1362366559870
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1362366559870
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1362366559870
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1362366559870
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1362366559870
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1362366559870
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1362366559870
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1362366559870
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1362366559870
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362366559870
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1362366559870
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362366559870
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1362366559870
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1362366559870
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1362366559870
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1362366559870
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1362366559870
started,bundle,com.vmware.vfabric.ide.eclipse.tcserver.insight.ui,3.0.0.201208090950-RELEASE,"com.vmware.vfabric.ide.eclipse.tcserver.insight.ui",1362366559870
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1362366559870
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1362366559870
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1362366559870
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1362366559870
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1362366559870
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1362366559870
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1362366559870
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1362366559870
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1362366559871
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1362366559871
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1362366559871
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1362366559871
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1362366559871
started,bundle,org.springframework.ide.eclipse.uaa,3.0.0.201208090942-RELEASE,"org.springframework.ide.eclipse.uaa",1362366559871
started,bundle,org.springsource.ide.eclipse.dashboard.ui,3.0.0.201208090942-RELEASE,"org.springsource.ide.eclipse.dashboard.ui",1362366559871
started,bundle,com.atlassian.connector.eclipse.branding.ui,3.0.6.v20120628,"com.atlassian.connector.eclipse.branding.ui",1362366559871
started,bundle,com.atlassian.connector.eclipse.commons.ui,3.0.6.v20120628,"com.atlassian.connector.eclipse.commons.ui",1362366559871
started,bundle,com.atlassian.connector.eclipse.jira.core,3.0.6.v20120628,"com.atlassian.connector.eclipse.jira.core",1362366559871
started,bundle,com.atlassian.connector.eclipse.jira.ui,3.0.6.v20120628,"com.atlassian.connector.eclipse.jira.ui",1362366559871
started,bundle,com.atlassian.connector.eclipse.monitor.ui,3.0.6.v20120628,"com.atlassian.connector.eclipse.monitor.ui",1362366559871
started,bundle,org.eclipse.contribution.weaving.jdt,2.2.1.e37x-20120716-0900,"org.eclipse.contribution.weaving.jdt",1362366559871
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1362366559871
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1362366559871
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.aspectj",1362366559871
started,bundle,org.eclipse.equinox.weaving.caching,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.caching",1362366559871
started,bundle,org.eclipse.equinox.weaving.caching.j9,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.caching.j9",1362366559871
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1362366559871
started,bundle,org.springframework.ide.eclipse.aop.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.core",1362366559871
started,bundle,org.springframework.ide.eclipse.aop.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.ui",1362366559871
started,bundle,org.springframework.ide.eclipse.beans.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.core",1362366559871
started,bundle,org.springframework.ide.eclipse.beans.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.ui",1362366559871
started,bundle,org.springframework.ide.eclipse.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.core",1362366559871
started,bundle,org.springframework.ide.eclipse.roo.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.roo.ui",1362366559871
started,bundle,org.springframework.ide.eclipse.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ui",1362366559871
os,sysinfo,,,"win32",1362366559876
arch,sysinfo,,,"x86",1362366559876
ws,sysinfo,,,"win32",1362366559876
locale,sysinfo,,,"zh_CN",1362366559876
processors,sysinfo,,,"2",1362366559876
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362366559876
java.runtime.version,sysinfo,,,"1.6.0_33-b03",1362366559876
java.specification.name,sysinfo,,,"Java Platform API Specification",1362366559876
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362366559876
java.specification.version,sysinfo,,,"1.6",1362366559876
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1362366559876
java.version,sysinfo,,,"1.6.0_33",1362366559876
java.vm.info,sysinfo,,,"mixed mode, sharing",1362366559876
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1362366559876
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362366559876
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1362366559876
java.vm.specification.version,sysinfo,,,"1.0",1362366559876
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1362366559876
java.vm.version,sysinfo,,,"20.8-b03",1362366559876
started,bundle,org.eclipse.m2e.core,1.2.0.20120903-1050,"org.eclipse.m2e.core",1362366560552
started,bundle,org.springframework.ide.eclipse.maven,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.maven",1362366560572
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.osgi.targetdefinition",1362366560572
started,bundle,org.springsource.ide.eclipse.commons.frameworks.core,3.1.0.201209120606-M1,"org.springsource.ide.eclipse.commons.frameworks.core",1362366560731
started,bundle,org.springsource.ide.eclipse.commons.frameworks.ui,3.1.0.201209120606-M1,"org.springsource.ide.eclipse.commons.frameworks.ui",1362366560733
started,bundle,org.springsource.ide.eclipse.commons.ui,3.1.0.201209120606-M1,"org.springsource.ide.eclipse.commons.ui",1362366560742
started,bundle,org.springsource.ide.eclipse.commons.configurator,3.1.0.201209120606-M1,"org.springsource.ide.eclipse.commons.configurator",1362366560761
started,bundle,org.eclipse.m2e.discovery,1.2.0.20120903-1050,"org.eclipse.m2e.discovery",1362366560772
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1362366560784
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1362366560822
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1362366560862
started,bundle,org.springframework.ide.eclipse.maven.legacy,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.maven.legacy",1362366560868
started,bundle,org.springframework.ide.eclipse.roo.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.roo.core",1362366560885
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362366563633
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1362366563672
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1362366563839
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1362366563859
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1362366571704
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1362366571710
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1362366571714
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362366571793
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1362366571939
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1362366572092
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1362366572520
opened,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1362366572666
started,bundle,org.springframework.ide.eclipse.beans.core.metadata,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.core.metadata",1362366572758
opened,view,org.springframework.ide.eclipse.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1362366572810
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1362366572932
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362366572950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1362366573161
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1362366573163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366573169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366596067
activated,view,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1362366598088
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1362366598102
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362366599374
activated,view,org.springframework.ide.eclipse.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1362366600975
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362366601003
closed,view,org.springframework.ide.eclipse.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1362366601018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366605319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366606959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366611402
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366652773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362366652796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1362366652796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366656139
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366725419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366730767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1362366731751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366733262
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362366733401
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1362366733689
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1362366733697
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1362366734146
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1362366734146
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1362366734146
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1362366734146
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1362366734147
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1362366734147
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1362366734147
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1362366734147
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1362366734147
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1362366734147
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1362366734147
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1362366734147
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1362366734148
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1362366734148
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1362366734148
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1362366734148
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1362366734148
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1362366734148
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1362366734148
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1362366734149
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1362366734149
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1362366734149
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1362366734149
stopped,bundle,org.eclipse.wst.ws.ui,1.1.200.v201004211805,"org.eclipse.wst.ws.ui",1362366734149
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1362366734149
stopped,bundle,org.eclipse.wst.wsi,1.0.401.v201104071820,"org.eclipse.wst.wsi",1362366734149
stopped,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1362366734149
stopped,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1362366734151
stopped,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1362366734151
stopped,bundle,org.eclipse.wst.ws.parser,1.0.403.v201004211805,"org.eclipse.wst.ws.parser",1362366734151
stopped,bundle,com.atlassian.connector.eclipse.jira.ui,3.0.6.v20120628,"com.atlassian.connector.eclipse.jira.ui",1362366734166
stopped,bundle,com.atlassian.connector.eclipse.jira.core,3.0.6.v20120628,"com.atlassian.connector.eclipse.jira.core",1362366734179
stopped,bundle,org.eclipse.jpt.dbws.eclipselink.ui,1.0.0.v201104110000,"org.eclipse.jpt.dbws.eclipselink.ui",1362366734179
stopped,bundle,org.springframework.ide.eclipse.data.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.data.core",1362366734179
stopped,bundle,org.springframework.ide.eclipse.bestpractices,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.bestpractices",1362366734179
stopped,bundle,org.springframework.ide.eclipse.config.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.config.ui",1362366734179
stopped,bundle,org.springframework.ide.eclipse.config.graph,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.config.graph",1362366734180
stopped,bundle,org.springframework.ide.eclipse.wizard,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.wizard",1362366734180
stopped,bundle,org.springframework.ide.eclipse.quickfix,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.quickfix",1362366734180
stopped,bundle,org.springframework.ide.eclipse.config.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.config.core",1362366734180
stopped,bundle,org.springframework.ide.eclipse.batch,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.batch",1362366734180
stopped,bundle,org.springframework.ide.eclipse.ajdt.ui.visualiser,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ajdt.ui.visualiser",1362366734180
stopped,bundle,org.springframework.ide.eclipse.ajdt.ui.xref,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.ajdt.ui.xref",1362366734180
stopped,bundle,org.springframework.ide.eclipse.aop.mylyn,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.mylyn",1362366734181
stopped,bundle,org.springframework.ide.eclipse.aop.ui.matcher,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.ui.matcher",1362366734181
stopped,bundle,org.springframework.ide.eclipse.aop.ui,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.ui",1362366734181
stopped,bundle,org.springframework.ide.eclipse.security,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.security",1362366734181
stopped,bundle,org.springframework.ide.eclipse.aop.core,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.aop.core",1362366734185
stopped,bundle,org.springframework.ide.eclipse.beans.ui.autowire,3.0.0.201208090952-RELEASE,"org.springframework.ide.eclipse.beans.ui.autowire",1362366734185
